id,path,w,h,kb,top8,dups
452,DAPR-2000--Digital_Audio_Essentials/Sound__Wave_Properties_Hearing_and_Frequency/Waveform_Basics.jpg,4575,2925,513,0.933,0
453,DAPR-2010--Core_Recording/Acoustics/Blue_Arrow_Panels_on_Flat_Surfaces.png,1600,700,74,0.988,0
454,DAPR-2010--Core_Recording/Acoustics/Blue_Arrow_Panels_with_Angle_Arc.png,1600,700,916,0.912,0
455,DAPR-2010--Core_Recording/Acoustics/Room_Paths_with_Arrival_Time_Graph.png,1600,900,995,0.948,0
456,DAPR-2010--Core_Recording/Acoustics/Room_Plan_with_Reflection_Points_Marked.png,1600,900,65,0.993,0
457,DAPR-2010--Core_Recording/Acoustics/Small_Room_Setup_Wrong_and_Right.png,1436,853,78,0.976,0
458,DAPR-2010--Core_Recording/Acoustics/Standing_Waves_Modes.png,1600,800,60,0.992,0
459,DAPR-2010--Core_Recording/Acoustics/Wiki_Banner.png,1600,500,461,0.327,0
460,DAPR-2010--Core_Recording/Attendance_and_Participation/Attendance_Banner.png,1600,500,541,0.503,0
461,DAPR-2010--Core_Recording/Auxiliary_Resources/Wiki_Banner.png,1600,500,475,0.502,0
462,DAPR-2010--Core_Recording/Console_Operation/ASP4816_Block_Diagram_Full.png,1600,1158,519,0.872,0
463,DAPR-2010--Core_Recording/Console_Operation/ASP4816_Connector_Panel.png,1600,548,274,0.956,0
464,DAPR-2010--Core_Recording/Console_Operation/ASP4816_Typical_Configuration.png,1600,1164,1101,0.751,0
465,DAPR-2010--Core_Recording/Console_Operation/Headphone_Mix_Flow.png,1896,830,188,0.979,0
466,DAPR-2010--Core_Recording/Console_Operation/Headphone_Mix_Flow_Alt.png,1896,830,218,0.979,0
467,DAPR-2010--Core_Recording/Console_Operation/Pre_versus_Post_Fader_Send.png,792,1282,78,0.956,0
468,DAPR-2010--Core_Recording/Console_Operation/Troubleshooting_Order.png,1070,1470,582,0.953,0
469,DAPR-2010--Core_Recording/Console_Operation/Troubleshooting_Order_Alt.png,1070,1470,669,0.953,0
470,DAPR-2010--Core_Recording/Console_Operation/Wiki_Banner.png,1600,500,765,0.828,0
471,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Block_Diagram.png,1600,1094,482,0.891,0
472,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Full_Panel.png,1600,1182,962,0.901,0
473,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Auxiliaries.png,1600,873,608,0.838,0
474,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Auxiliaries_Alt.png,1006,3995,181,0.996,0
475,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Auxiliaries_Classic.png,1601,888,203,0.955,0
476,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Equalizers.png,1600,901,734,0.831,0
477,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Equalizers_Alt.png,1006,3649,179,0.996,0
478,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Equalizers_Classic.png,1601,926,232,0.96,0
479,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Input.png,1600,1108,470,0.915,0
480,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Input_Classic.png,1601,555,104,0.964,0
481,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Long_Fader.png,1600,918,274,0.915,0
482,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Long_Fader_Alt.png,1015,5543,76,0.999,0
483,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Long_Fader_Classic.png,1601,1259,104,0.98,0
484,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Routing.png,1600,778,273,0.833,0
485,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Routing_Alt.png,1011,1900,18,0.999,0
486,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Routing_Classic.png,1601,454,58,0.965,0
487,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Short_Fader.png,1600,886,314,0.882,0
488,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Short_Fader_Alt.png,1006,3616,32,0.998,0
489,DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Short_Fader_Classic.png,1601,812,85,0.968,0
490,DAPR-2010--Core_Recording/Console_Signal_Flow/Audient_Console_Rear_Panel.png,1890,1149,142,0.981,0
491,DAPR-2010--Core_Recording/Console_Signal_Flow/One_Microphone_Every_Stage.png,1500,586,111,0.938,0
492,DAPR-2010--Core_Recording/Console_Signal_Flow/Wiki_Banner.png,1600,500,495,0.974,0
493,DAPR-2010--Core_Recording/Course_Orientation/Core_Recording_DAPR_2010_002.png,1536,1024,2276,0.872,0
494,DAPR-2010--Core_Recording/Course_Orientation/Course_Card.png,1600,900,29,0.983,0
495,DAPR-2010--Core_Recording/Course_Orientation/Course_Card_Alt.png,1024,684,1048,0.254,0
496,DAPR-2010--Core_Recording/Course_Orientation/Grading_Banner.png,1600,500,365,0.27,0
497,DAPR-2010--Core_Recording/Course_Orientation/Policies_Banner.png,1600,500,425,0.466,0
498,DAPR-2010--Core_Recording/Course_Orientation/Term_at_a_Glance.png,1580,950,90,0.982,0
499,DAPR-2010--Core_Recording/Drum_Recording/Drum_Kit_Panels_with_Overhead_Options.png,1600,700,943,0.904,0
500,DAPR-2010--Core_Recording/Drum_Recording/Kit_Preparation.png,1600,820,325,0.895,0
501,DAPR-2010--Core_Recording/Drum_Recording/Kit_Preparation_Alt.png,1600,900,99,0.988,0
502,DAPR-2010--Core_Recording/Drum_Recording/Overhead_Kit_Plan_with_Red_Markers.png,1600,1200,145,0.988,0
503,DAPR-2010--Core_Recording/Drum_Recording/Overheads_Equal_Distance_to_Snare.png,1492,752,57,0.974,0
504,DAPR-2010--Core_Recording/Drum_Recording/Perspective_Kit_with_Numbered_Blue_Markers.png,1600,1000,1300,0.949,0
505,DAPR-2010--Core_Recording/Drum_Recording/Spaced_Pair_versus_Coincident_Line_Drawing.png,1600,800,58,0.994,0
506,DAPR-2010--Core_Recording/Drum_Recording/Tuning_and_Prep.png,1600,800,1137,0.917,0
507,DAPR-2010--Core_Recording/Drum_Recording/Wiki_Banner.png,1600,500,488,0.315,0
508,DAPR-2010--Core_Recording/Final_Exam/Final_Study_Guide_Banner.png,1600,500,501,0.312,0
509,DAPR-2010--Core_Recording/Gain_Staging/Decibel_Scales.png,1513,1039,184,0.984,0
510,DAPR-2010--Core_Recording/Gain_Staging/Decibel_Scales_Aligned_at_Nominal.png,1600,900,716,0.975,0
511,DAPR-2010--Core_Recording/Gain_Staging/Decibel_Scales_with_Headroom_Bracket.png,1600,870,108,0.987,0
512,DAPR-2010--Core_Recording/Gain_Staging/Headroom_Noise_Floor.png,1586,992,185,0.971,0
513,DAPR-2010--Core_Recording/Gain_Staging/Headroom_Noise_Floor_Alt.png,1586,992,212,0.971,0
514,DAPR-2010--Core_Recording/Gain_Staging/Meter_Alignment_Scales.png,1083,794,56,0.974,0
515,DAPR-2010--Core_Recording/Gain_Staging/Wiki_Banner.png,1600,500,608,0.947,0
516,DAPR-2010--Core_Recording/Guitar_and_Bass_Recording/Bass_DI_and_Mic_Alignment.png,1492,752,71,0.966,0
517,DAPR-2010--Core_Recording/Guitar_and_Bass_Recording/Detailed_Signal_Chain_with_Orange_Note.png,1600,800,768,0.939,0
518,DAPR-2010--Core_Recording/Guitar_and_Bass_Recording/Instrument_Split_to_DI_and_Amp.png,1600,800,59,0.993,0
519,DAPR-2010--Core_Recording/Guitar_and_Bass_Recording/Speaker_Cone_Face_with_Red_Markers.png,1600,900,100,0.99,0
520,DAPR-2010--Core_Recording/Guitar_and_Bass_Recording/Speaker_Cone_with_Numbered_Blue_Callouts.png,1600,900,1150,0.947,0
521,DAPR-2010--Core_Recording/Guitar_and_Bass_Recording/Wiki_Banner.png,1600,500,425,0.449,0
522,DAPR-2010--Core_Recording/Impedance_and_Voltage/Bridging_Versus_Matching_Alt.png,1774,887,308,0.962,0
523,DAPR-2010--Core_Recording/Impedance_and_Voltage/Bridging_versus_Matching.png,1774,887,299,0.962,0
524,DAPR-2010--Core_Recording/Impedance_and_Voltage/Five_Connection_Cases.png,1600,1000,106,0.987,0
525,DAPR-2010--Core_Recording/Impedance_and_Voltage/Resistor_Divider_with_Blue_Header_Table.png,1600,760,769,0.935,0
526,DAPR-2010--Core_Recording/Impedance_and_Voltage/Right_and_Wrong_Connections.png,1472,694,63,0.965,0
527,DAPR-2010--Core_Recording/Impedance_and_Voltage/Safe_Interconnection.png,1600,800,1004,0.897,0
528,DAPR-2010--Core_Recording/Impedance_and_Voltage/Source_and_Load_Circuit_with_Table.png,1600,760,123,0.962,0
529,DAPR-2010--Core_Recording/Impedance_and_Voltage/Voltage_Divider.png,1774,887,282,0.968,0
530,DAPR-2010--Core_Recording/Impedance_and_Voltage/Wiki_Banner.png,1600,500,563,0.973,0
531,DAPR-2010--Core_Recording/Microphones/Dark_Green_Polar_Pattern_Row.png,1600,560,727,0.928,0
532,DAPR-2010--Core_Recording/Microphones/Polar_Patterns.png,1895,830,763,0.924,0
533,DAPR-2010--Core_Recording/Microphones/Polar_Plots_with_Ring_Scale_Legend.png,1600,640,185,0.961,0
534,DAPR-2010--Core_Recording/Microphones/Pressure_vs_Gradient.png,1600,700,931,0.931,0
535,DAPR-2010--Core_Recording/Microphones/Proximity_Effect.png,1672,941,237,0.958,0
536,DAPR-2010--Core_Recording/Microphones/Proximity_Effect_Alt.png,1672,941,296,0.958,0
537,DAPR-2010--Core_Recording/Microphones/Spec_Sheet_Anatomy.png,1586,992,503,0.964,0
538,DAPR-2010--Core_Recording/Microphones/Spec_Sheet_Anatomy_Alt.png,1586,992,497,0.964,0
539,DAPR-2010--Core_Recording/Microphones/Transducer_Types.png,1895,830,439,0.906,0
540,DAPR-2010--Core_Recording/Microphones/Transducer_Types_Alt.png,1895,830,445,0.905,0
541,DAPR-2010--Core_Recording/Microphones/Wiki_Banner.png,1600,500,713,0.872,0
542,DAPR-2010--Core_Recording/Miking_Techniques/Array_Panels_with_Drawn_Microphones.png,1600,700,675,0.95,0
543,DAPR-2010--Core_Recording/Miking_Techniques/Coincident_Arrays.png,1600,700,161,0.975,0
544,DAPR-2010--Core_Recording/Miking_Techniques/Coincident_Arrays_Alt.png,1895,830,299,0.975,0
545,DAPR-2010--Core_Recording/Miking_Techniques/Phase_Versus_Polarity_Alt.png,1774,887,390,0.946,0
546,DAPR-2010--Core_Recording/Miking_Techniques/Phase_versus_Polarity.png,1774,887,378,0.947,0
547,DAPR-2010--Core_Recording/Miking_Techniques/Snare_Top_and_Bottom_Polarity.png,1472,872,102,0.979,0
548,DAPR-2010--Core_Recording/Miking_Techniques/Three_to_One_Rule.png,1672,941,203,0.977,0
549,DAPR-2010--Core_Recording/Miking_Techniques/Titled_Leakage_Path_Spacing_Diagram.png,1600,640,60,0.989,0
550,DAPR-2010--Core_Recording/Miking_Techniques/Untitled_Leakage_Path_Spacing_Diagram.png,1600,800,39,0.995,0
551,DAPR-2010--Core_Recording/Miking_Techniques/Wiki_Banner.png,1600,500,406,0.566,0
552,DAPR-2010--Core_Recording/Patch_Bays/Normalling_Columns_with_Plain_Jack_Boxes.png,1600,900,112,0.982,0
553,DAPR-2010--Core_Recording/Patch_Bays/Normalling_Grid_with_Blue_Patch_Cables.png,1600,1000,1336,0.903,0
554,DAPR-2010--Core_Recording/Patch_Bays/Normalling_Types.png,1672,941,459,0.94,0
555,DAPR-2010--Core_Recording/Patch_Bays/Studio_B_Bay_Map.png,1069,670,382,0.679,0
556,DAPR-2010--Core_Recording/Patch_Bays/Wiki_Banner.png,1600,500,495,0.164,0
557,DAPR-2010--Core_Recording/Pro_Tools_for_Tracking/Pro_Tools_Edit_Window.png,1153,970,742,0.607,1
558,DAPR-2010--Core_Recording/Pro_Tools_for_Tracking/Pro_Tools_Mix_Window.png,1082,1366,811,0.722,0
559,DAPR-2010--Core_Recording/Pro_Tools_for_Tracking/Pro_Tools_Record_Arm_Controls.png,812,1122,138,0.86,0
560,DAPR-2010--Core_Recording/Pro_Tools_for_Tracking/Punch_In_With_Pre_and_Post_Roll.png,1232,601,51,0.971,0
561,DAPR-2010--Core_Recording/Pro_Tools_for_Tracking/Punch_and_Playlists.png,1672,941,296,0.949,0
562,DAPR-2010--Core_Recording/Pro_Tools_for_Tracking/Punch_and_Playlists_Alt.png,1672,941,418,0.949,0
563,DAPR-2010--Core_Recording/Pro_Tools_for_Tracking/Wiki_Banner.png,1600,500,370,0.566,0
564,DAPR-2010--Core_Recording/Session_Delivery_and_Archiving/Assistant_Timeline.png,1600,800,802,0.957,1
565,DAPR-2010--Core_Recording/Session_Delivery_and_Archiving/Comping_Playlists.png,1600,900,25,0.989,1
566,DAPR-2010--Core_Recording/Session_Delivery_and_Archiving/Session_Folder.png,1320,897,288,0.959,1
567,DAPR-2010--Core_Recording/Studio_Business/Break_Even_Rate_by_Utilization.png,1294,813,83,0.979,0
568,DAPR-2010--Core_Recording/Studio_Business/Cost_Breakdown.png,1600,900,87,0.977,0
569,DAPR-2010--Core_Recording/Studio_Business/Rate_Structures.png,1600,800,51,0.989,0
570,DAPR-2010--Core_Recording/Studio_Business/Wiki_Banner.png,1600,500,400,0.208,0
571,DAPR-2010--Core_Recording/Studio_Etiquette/Session_Roles.png,1672,941,377,0.946,0
572,DAPR-2010--Core_Recording/Studio_Etiquette/Session_Roles_Alt.png,1672,941,409,0.946,0
573,DAPR-2010--Core_Recording/Studio_Etiquette/Where_the_Assistant_Stands.png,1136,880,74,0.961,0
574,DAPR-2010--Core_Recording/Studio_Etiquette/Wiki_Banner.png,1600,500,819,0.757,0
575,DAPR-2010--Core_Recording/Studio_Use_and_Care/Fragile_Gear.png,1600,680,92,0.964,0
576,DAPR-2010--Core_Recording/Studio_Use_and_Care/Fragile_Gear_Alt.png,1600,900,53,0.989,0
577,DAPR-2010--Core_Recording/Studio_Use_and_Care/Gear_Handling.png,1600,800,1339,0.822,0
578,DAPR-2010--Core_Recording/Studio_Use_and_Care/Power_Up_Sequence.png,1600,800,119,0.974,0
579,DAPR-2010--Core_Recording/Studio_Use_and_Care/Power_Up_Sequence_Alt.png,1672,941,332,0.955,0
580,DAPR-2010--Core_Recording/Studio_Use_and_Care/Session_Strike_Order.png,1512,592,100,0.958,0
581,DAPR-2010--Core_Recording/Studio_Use_and_Care/Studio_Floor_Plan.png,1600,689,31,0.997,0
582,DAPR-2010--Core_Recording/Studio_Use_and_Care/Wiki_Banner.png,1600,500,746,0.859,0
583,DAPR-2010--Core_Recording/The_Digital_Recording_Process/Air_to_File.png,1889,310,193,0.91,0
584,DAPR-2010--Core_Recording/The_Digital_Recording_Process/Air_to_File_Alt.png,1896,830,229,0.967,0
585,DAPR-2010--Core_Recording/The_Digital_Recording_Process/Pro_Tools_Playback_Engine.png,1023,1402,190,0.931,0
586,DAPR-2010--Core_Recording/The_Digital_Recording_Process/Sample_Rate_Bit_Depth.png,1600,700,117,0.982,0
587,DAPR-2010--Core_Recording/The_Digital_Recording_Process/Sample_Rate_Bit_Depth_Alt.png,1774,887,513,0.935,0
588,DAPR-2010--Core_Recording/The_Digital_Recording_Process/Session_Folder_Alt.png,1672,941,323,0.969,0
589,DAPR-2010--Core_Recording/The_Digital_Recording_Process/Wiki_Banner.png,1600,500,413,0.604,0
590,DAPR-2010--Core_Recording/Vocal_Recording/Recording_Chain.png,1600,900,50,0.994,0
591,DAPR-2010--Core_Recording/Vocal_Recording/Vocal_Booth_Setup_Wrong_and_Right.png,1492,692,61,0.967,0
592,DAPR-2010--Core_Recording/Vocal_Recording/Wiki_Banner.png,1600,500,483,0.613,0
593,DAPR-2010--Core_Recording/_unused/ASP4816_Strip_Input_Manual_Drawing.png,1006,2350,76,0.997,0
594,DAPR-2010--Core_Recording/_unused/ORTF_versus_Spaced_Pair_Panels.png,1600,700,47,0.995,0
595,DAPR-2020--Core_Mixing/Acoustics__Mix_Acoustics/First_Reflection_Points.png,1600,900,920,0.965,0
596,DAPR-2020--Core_Mixing/Acoustics__Mix_Acoustics/Listening_Triangle_Overhead.png,1600,900,220,0.988,0
597,DAPR-2020--Core_Mixing/Acoustics__Mix_Acoustics/Room_Acoustics_Monitoring_Triangle.png,1672,941,2182,0.205,0
598,DAPR-2020--Core_Mixing/Acoustics__Mix_Acoustics/Thin_Foam_versus_Broadband.png,1600,900,477,0.93,0
599,DAPR-2020--Core_Mixing/Acoustics__Mix_Acoustics/Treatment_Types_Comparison.png,1600,900,771,0.959,0
600,DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/D_Verb_Algorithms_and_Decay.png,455,376,168,0.542,1
601,DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Depth_In_A_Room_Overhead.png,1600,900,143,0.953,0
602,DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Reverb_Depth_and_Distance.png,1672,941,1699,0.165,0
603,DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Reverb_High_Frequency_Damping.png,1600,750,125,0.98,0
604,DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Reverb_Impulse_Timeline.png,1600,800,95,0.983,0
605,DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Send_versus_Insert_Routing.png,1600,900,516,0.911,0
606,DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Space_Scale_Comparison.png,1600,900,243,0.971,0
607,DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Stone_Reverberant_Chamber.jpg,1600,900,480,0.259,0
608,DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Three_Source_Depth_Map.png,1600,900,129,0.961,0
609,DAPR-2020--Core_Mixing/Effects__Delay_and_Stereo_Enhancements/Figure_8_Null_Plane.png,1600,900,469,0.969,0
610,DAPR-2020--Core_Mixing/Effects__Delay_and_Stereo_Enhancements/Mono_Collapse_Check.png,1600,900,315,0.961,0
611,DAPR-2020--Core_Mixing/Effects__Delay_and_Stereo_Enhancements/Moogerfooger_Analog_Delay.png,502,462,343,0.416,0
612,DAPR-2020--Core_Mixing/Effects__Delay_and_Stereo_Enhancements/Stereo_Delay_Mono_Compatibility.png,1672,941,1325,0.928,0
613,DAPR-2020--Core_Mixing/Effects__Delay_and_Stereo_Enhancements/Width_That_Survives_Mono.jpg,1600,900,335,0.248,0
614,DAPR-2020--Core_Mixing/Effects__Dynamic_Effects/Attack_Too_Fast_Transient_Loss.png,1600,900,310,0.977,0
615,DAPR-2020--Core_Mixing/Effects__Dynamic_Effects/Compression_Dynamic_Range.png,1672,941,1804,0.321,0
616,DAPR-2020--Core_Mixing/Effects__Dynamic_Effects/Dyn3_Compressor_Controls.png,457,153,71,0.614,0
617,DAPR-2020--Core_Mixing/Effects__Dynamic_Effects/Side_Chain_Filter_Kick_Pumping.png,1600,900,344,0.959,0
618,DAPR-2020--Core_Mixing/Effects__Dynamic_Effects/Six_Rules_of_Compression.png,1921,1080,1435,0.693,0
619,DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Catching_One_Sound.png,1600,900,79,0.917,0
620,DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Kick_Keyed_Ducking_Envelopes.png,1600,1300,190,0.98,0
621,DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Multiband_Bands_Versus_Dynamic_EQ_Bell.png,1600,1200,207,0.974,0
622,DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/One_Band_Moving.png,1600,900,40,0.886,0
623,DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Pro_Compressor_Side_Chain_Key_Input.png,645,661,467,0.36,0
624,DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Sibilance_Band_And_Key_Filter.png,1600,900,189,0.97,0
625,DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Side_Chain_Trigger_and_Ducking.png,805,548,366,0.509,0
626,DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Sidechain_Ducking.png,1672,941,1397,0.695,0
627,DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Wideband_Versus_Split_Band_De_Essing.png,1600,750,91,0.987,0
628,DAPR-2020--Core_Mixing/Effects__Spectral_Effects_and_EQ/304e_Equalizer_Window.png,906,724,138,0.492,0
629,DAPR-2020--Core_Mixing/Effects__Spectral_Effects_and_EQ/Boost_Wide_Cut_Narrow.png,1600,900,499,0.935,0
630,DAPR-2020--Core_Mixing/Effects__Spectral_Effects_and_EQ/Competing_For_The_Same_Space.png,1600,900,52,0.951,0
631,DAPR-2020--Core_Mixing/Effects__Spectral_Effects_and_EQ/EQ_Frequency_Masking.png,1672,941,1202,0.712,0
632,DAPR-2020--Core_Mixing/Effects__Spectral_Effects_and_EQ/Six_Filter_Shapes.png,1600,900,108,0.936,0
633,DAPR-2020--Core_Mixing/Effects__Spectral_Effects_and_EQ/Tone_Shaping_Bench.jpg,1600,900,316,0.177,0
634,DAPR-2020--Core_Mixing/Effects__Spectral_Effects_and_EQ/Vocal_EQ_Frequency_Band_Chart.jpg,2048,2040,271,0.626,0
635,DAPR-2020--Core_Mixing/Final__Final_Mix_and_Final_Exam/Bounce_Mix_Dialog.png,423,532,35,0.942,0
636,DAPR-2020--Core_Mixing/Final__Final_Mix_and_Final_Exam/Professional_Practice_Bounce_Specification.png,1600,900,703,0.924,0
637,DAPR-2020--Core_Mixing/Final__Final_Mix_and_Final_Exam/Professional_Practice_Bounce_Truncation.png,1600,900,458,0.936,0
638,DAPR-2020--Core_Mixing/Final__Final_Mix_and_Final_Exam/Professional_Practice_Delivery_Verification_Checklist.png,1600,900,327,0.961,0
639,DAPR-2020--Core_Mixing/Final__Final_Mix_and_Final_Exam/Study_Guide_Desk.jpg,1600,900,336,0.33,0
640,DAPR-2020--Core_Mixing/Mixing__Comping_and_Arrangement/Arrangement_Energy_Map.png,1600,1100,91,0.984,0
641,DAPR-2020--Core_Mixing/Mixing__Comping_and_Arrangement/Gray_Clips_with_Star_and_Crossfade.png,1600,900,29,0.998,0
642,DAPR-2020--Core_Mixing/Mixing__Comping_and_Arrangement/Green_to_Blue_Waveform_Splice_Pair.png,1600,900,355,0.964,0
643,DAPR-2020--Core_Mixing/Mixing__Comping_and_Arrangement/Lead_Vocal_Take_Rating_Grid.png,1600,819,62,0.958,0
644,DAPR-2020--Core_Mixing/Mixing__Comping_and_Arrangement/Playlist_Comp_Lanes.png,1600,900,718,0.928,0
645,DAPR-2020--Core_Mixing/Mixing__Comping_and_Arrangement/Pro_Tools_Playlist_Selector_New_Playlist.png,333,253,31,0.726,0
646,DAPR-2020--Core_Mixing/Mixing__Comping_and_Arrangement/Vocal_Comping_Crossfade_Workflow.png,1672,941,1218,0.769,0
647,DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Channel_Strip_Full_Window.png,579,768,344,0.537,1
648,DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Dashboard_New_Session.png,1252,1400,138,0.969,1
649,DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Gain_Staging_Chain.png,1600,900,456,0.909,0
650,DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Headroom_As_Space.jpg,1600,900,287,0.382,0
651,DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/IO_Setup_Bus_Naming.png,787,292,58,0.875,0
652,DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Raw_Against_Prepared_Session.png,1600,900,73,0.987,0
653,DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Session_Folder_That_Travels.jpg,1600,900,274,0.155,0
654,DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Session_Preparation_Bench.jpg,1600,900,448,0.164,0
655,DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Session_Setup_Window.png,472,243,26,0.892,0
656,DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Balance_Has_A_Shape.jpg,1600,900,240,0.596,0
657,DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Channel_Strip_Anatomy.png,1600,900,280,0.947,0
658,DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Drum_Mic_Path_Lengths.png,1600,900,350,0.972,0
659,DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Multi_System_Playback_Check.png,1600,900,401,0.968,0
660,DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Pro_Tools_Mix_Window.png,957,669,600,0.497,0
661,DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Single_Blue_Burst_beside_Stacked_Tracks.png,1600,900,671,0.925,0
662,DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Single_Clip_beside_Stacked_Track_Rows.png,1600,900,73,0.994,0
663,DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Stereo_Field_Map.png,1600,900,263,0.975,0
664,DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Technical_Ear_Trainer_Settings.png,1992,1408,415,0.915,0
665,DAPR-2020--Core_Mixing/Mixing__In-Class_Mixing/Five_Accumulating_Passes.png,1600,900,187,0.789,0
666,DAPR-2020--Core_Mixing/Mixing__In-Class_Mixing/Five_Pass_Mix_Order.png,1600,900,262,0.967,0
667,DAPR-2020--Core_Mixing/Mixing__In-Class_Mixing/Mix_Room_Mid_Session.jpg,1600,900,331,0.242,0
668,DAPR-2020--Core_Mixing/Mixing__In-Class_Mixing/Mixing_Against_The_Clock.jpg,1600,900,265,0.408,0
669,DAPR-2020--Core_Mixing/Mixing__In-Class_Mixing/Unity_Against_Shaped_Balance.jpg,1600,900,342,0.274,0
670,DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Diminishing_Returns.jpg,1600,900,292,0.311,0
671,DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Aliasing_Spectrum.png,1600,750,63,0.992,0
672,DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Bitcrusher_Steps.png,1600,600,70,0.985,0
673,DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Bridge_vs_Neck_Pickup.png,1600,750,66,0.993,0
674,DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Digital_Clip_vs_Analog_Saturation.png,1600,600,97,0.982,0
675,DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Harmonic_Spectra.png,1600,750,56,0.994,0
676,DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Inter_Sample_Peak.png,1600,650,84,0.986,0
677,DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Pedal_Transfer_Curves.png,1600,800,100,0.986,0
678,DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Pre_and_Post_EQ_Chain.png,1600,420,52,0.976,0
679,DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Soft_vs_Hard_Clipping.png,1600,560,74,0.986,0
680,DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Endgame_Listening_Position.jpg,1600,900,213,0.591,0
681,DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Headroom_Level_Ladder.png,1600,900,121,0.972,0
